5e+05 2.000200020002e-06
504631.095493524 1.96365604684245e-06
509305.085077988 1.92777973789695e-06
514022.366046655 1.89255889483388e-06
518783.339372592 1.85798154218712e-06
523588.40974276 1.82403592328419e-06
528437.985592402 1.7907104962489e-06
533332.479139769 1.757993930077e-06
538272.306421158 1.72587510078346e-06
543257.887326269 1.69434308762025e-06
548289.645633905 1.66338716936313e-06
553368.009047987 1.63299682066636e-06
558493.409233911 1.60316170848393e-06
563666.281855243 1.57387168855623e-06
568887.066610745 1.54511680196088e-06
574156.207271755 1.51688727172661e-06
579474.151719906 1.48917349950898e-06
584841.351985192 1.46196606232682e-06
590258.264284403 1.43525570935832e-06
595725.349059887 1.40903335879569e-06
601243.071018706 1.38329009475718e-06
606811.899172121 1.35801716425565e-06
612432.306875465 1.33320597422241e-06
618104.771868384 1.3088480885855e-06
623829.776315434 1.28493522540138e-06
629607.806847075 1.26145925403889e-06
635439.35460103 1.23841219241481e-06
641324.91526403 1.21578620427988e-06
647264.989113958 1.19357359655432e-06
653260.08106236 1.17176681671218e-06
659310.700697374 1.15035845021334e-06
665417.362327038 1.12934121798253e-06
671580.585023008 1.10870797393433e-06
677800.892664684 1.08845170254343e-06
684078.813983735 1.06856551645932e-06
690414.882609046 1.04904265416444e-06
696809.637112072 1.02987647767527e-06
703263.621052618 1.01106047028528e-06
709777.383025051 9.92588234349218e-07
716351.476704915 9.74453489107839e-07
722986.46089601 9.56650068552353e-07
729682.899577879 9.39171919327944e-07
736441.361953751 9.22013098675555e-07
743262.422498928 9.05167772411275e-07
750146.661009608 8.88630212942673e-07
757094.662652176 8.72394797321334e-07
764107.018012935 8.56456005331015e-07
771184.323148314 8.40808417610705e-07
778327.179635531 8.25446713811972e-07
785536.194623724 8.1036567079001e-07
792811.980885568 7.95560160827691e-07
800155.156869351 7.81025149892101e-07
807566.346751545 7.66755695922913e-07
815046.18048987 7.52746947152022e-07
822595.29387683 7.38994140453908e-07
830214.328593765 7.25492599726102e-07
837903.932265384 7.12237734299285e-07
845664.758514823 6.99225037376394e-07
853497.467019204 6.86450084500259e-07
861402.723565696 6.7390853204926e-07
869381.200108125 6.61596115760425e-07
877433.574824076 6.49508649279553e-07
885560.532172543 6.37642022737804e-07
893762.762952118 6.25992201354286e-07
902040.96435969 6.14555224064209e-07
910395.840049731 6.03327202172057e-07
918828.100194086 5.92304318029409e-07
927338.461542349 5.8148282373689e-07
935927.647482789 5.70859039869835e-07
944596.388103832 5.60429354227263e-07
953345.420256126 5.50190220603674e-07
962175.487615166 5.40138157583313e-07
971087.340744512 5.30269747356444e-07
980081.737159593 5.20581634557257e-07
989159.441392081 5.11070525123015e-07
998321.225054897 5.01733185174026e-07
1007567.86690778 4.925664399141e-07
