"","t","R"
"1",0,1200
"2",1.001001001001,1198.37107655133
"3",2.002002002002,1196.74436426232
"4",3.003003003003,1195.11986013148
"5",4.004004004004,1193.49756116136
"6",5.00500500500501,1191.8774643586
"7",6.00600600600601,1190.2595667339
"8",7.00700700700701,1188.64386530201
"9",8.00800800800801,1187.03035708175
"10",9.00900900900901,1185.41903909597
"11",10.01001001001,1183.80990837156
"12",11.011011011011,1182.20296193947
"13",12.012012012012,1180.59819683464
"14",13.013013013013,1178.99561009607
"15",14.014014014014,1177.39519876676
"16",15.015015015015,1175.79695989374
"17",16.016016016016,1174.20089052803
"18",17.017017017017,1172.60698772467
"19",18.018018018018,1171.01524854268
"20",19.019019019019,1169.42567004509
"21",20.02002002002,1167.83824929891
"22",21.021021021021,1166.25298337513
"23",22.022022022022,1164.66986934871
"24",23.023023023023,1163.08890429858
"25",24.024024024024,1161.51008530766
"26",25.025025025025,1159.93340946281
"27",26.026026026026,1158.35887385483
"28",27.027027027027,1156.78647557849
"29",28.028028028028,1155.21621173251
"30",29.029029029029,1153.64807941953
"31",30.03003003003,1152.08207574613
"32",31.031031031031,1150.51819782281
"33",32.032032032032,1148.95644276401
"34",33.033033033033,1147.39680768808
"35",34.034034034034,1145.83928971726
"36",35.035035035035,1144.28388597774
"37",36.036036036036,1142.73059359956
"38",37.037037037037,1141.1794097167
"39",38.038038038038,1139.63033146701
"40",39.039039039039,1138.08335599222
"41",40.04004004004,1136.53848043795
"42",41.041041041041,1134.9957019537
"43",42.042042042042,1133.45501769282
"44",43.043043043043,1131.91642481254
"45",44.044044044044,1130.37992047394
"46",45.0450450450451,1128.84550184197
"47",46.0460460460461,1127.3131660854
"48",47.0470470470471,1125.78291037687
"49",48.0480480480481,1124.25473189285
"50",49.0490490490491,1122.72862781363
"51",50.0500500500501,1121.20459532334
"52",51.0510510510511,1119.68263160994
"53",52.0520520520521,1118.16273386519
"54",53.0530530530531,1116.64489928467
"55",54.0540540540541,1115.12912506776
"56",55.0550550550551,1113.61540841766
"57",56.0560560560561,1112.10374654135
"58",57.0570570570571,1110.5941366496
"59",58.0580580580581,1109.08657595698
"60",59.0590590590591,1107.58106168182
"61",60.0600600600601,1106.07759104625
"62",61.0610610610611,1104.57616127616
"63",62.0620620620621,1103.07676960121
"64",63.0630630630631,1101.5794132548
"65",64.0640640640641,1100.08408947411
"66",65.0650650650651,1098.59079550006
"67",66.0660660660661,1097.09952857732
"68",67.0670670670671,1095.6102859543
"69",68.0680680680681,1094.12306488313
"70",69.0690690690691,1092.6378626197
"71",70.0700700700701,1091.15467642359
"72",71.0710710710711,1089.67350355813
"73",72.0720720720721,1088.19434129034
"74",73.0730730730731,1086.71718689097
"75",74.0740740740741,1085.24203763447
"76",75.0750750750751,1083.76889079898
"77",76.0760760760761,1082.29774366634
"78",77.0770770770771,1080.82859352209
"79",78.0780780780781,1079.36143765543
"80",79.0790790790791,1077.89627335927
"81",80.0800800800801,1076.43309793018
"82",81.0810810810811,1074.97190866839
"83",82.0820820820821,1073.51270287781
"84",83.0830830830831,1072.055477866
"85",84.0840840840841,1070.60023094419
"86",85.0850850850851,1069.14695942724
"87",86.0860860860861,1067.69566063367
"88",87.0870870870871,1066.24633188562
"89",88.0880880880881,1064.7989705089
"90",89.0890890890891,1063.35357383291
"91",90.0900900900901,1061.9101391907
"92",91.0910910910911,1060.46866391894
"93",92.0920920920921,1059.02914535791
"94",93.0930930930931,1057.59158085149
"95",94.0940940940941,1056.15596774718
"96",95.0950950950951,1054.72230339608
"97",96.0960960960961,1053.29058515288
"98",97.0970970970971,1051.86081037586
"99",98.0980980980981,1050.4329764269
"100",99.0990990990991,1049.00708067143
"101",100.1001001001,1047.58312047849
"102",101.101101101101,1046.16109322067
"103",102.102102102102,1044.74099627414
"104",103.103103103103,1043.32282701862
"105",104.104104104104,1041.9065828374
"106",105.105105105105,1040.4922611173
"107",106.106106106106,1039.07985924872
"108",107.107107107107,1037.66937462558
"109",108.108108108108,1036.26080464533
"110",109.109109109109,1034.85414670897
"111",110.11011011011,1033.44939822103
"112",111.111111111111,1032.04655658955
"113",112.112112112112,1030.64561922609
"114",113.113113113113,1029.24658354573
"115",114.114114114114,1027.84944696706
"116",115.115115115115,1026.45420691216
"117",116.116116116116,1025.06086080664
"118",117.117117117117,1023.66940607957
"119",118.118118118118,1022.27984016352
"120",119.119119119119,1020.89216049457
"121",120.12012012012,1019.50636451224
"122",121.121121121121,1018.12244965955
"123",122.122122122122,1016.74041338299
"124",123.123123123123,1015.36025313251
"125",124.124124124124,1013.98196636153
"126",125.125125125125,1012.60555052691
"127",126.126126126126,1011.23100308899
"128",127.127127127127,1009.85832151152
"129",128.128128128128,1008.48750326173
"130",129.129129129129,1007.11854581027
"131",130.13013013013,1005.75144663122
"132",131.131131131131,1004.38620320209
"133",132.132132132132,1003.02281300382
"134",133.133133133133,1001.66127352077
"135",134.134134134134,1000.30158224072
"136",135.135135135135,998.943736654836
"137",136.136136136136,997.587734257718
"138",137.137137137137,996.23357254735
"139",138.138138138138,994.881249025118
"140",139.139139139139,993.530761195799
"141",140.14014014014,992.182106567557
"142",141.141141141141,990.835282651938
"143",142.142142142142,989.490286963868
"144",143.143143143143,988.147117021642
"145",144.144144144144,986.805770346929
"146",145.145145145145,985.466244464759
"147",146.146146146146,984.128536903522
"148",147.147147147147,982.792645194962
"149",148.148148148148,981.458566874177
"150",149.149149149149,980.126299479608
"151",150.15015015015,978.795840553038
"152",151.151151151151,977.467187639587
"153",152.152152152152,976.140338287708
"154",153.153153153153,974.81529004918
"155",154.154154154154,973.492040479108
"156",155.155155155155,972.170587135914
"157",156.156156156156,970.850927581333
"158",157.157157157157,969.533059380414
"159",158.158158158158,968.216980101506
"160",159.159159159159,966.902687316263
"161",160.16016016016,965.590178599634
"162",161.161161161161,964.279451529859
"163",162.162162162162,962.970503688467
"164",163.163163163163,961.663332660268
"165",164.164164164164,960.357936033351
"166",165.165165165165,959.05431139908
"167",166.166166166166,957.752456352089
"168",167.167167167167,956.452368490275
"169",168.168168168168,955.154045414798
"170",169.169169169169,953.857484730071
"171",170.17017017017,952.562684043763
"172",171.171171171171,951.269640966788
"173",172.172172172172,949.978353113303
"174",173.173173173173,948.688818100704
"175",174.174174174174,947.401033549622
"176",175.175175175175,946.114997083916
"177",176.176176176176,944.830706330673
"178",177.177177177177,943.548158920199
"179",178.178178178178,942.267352486018
"180",179.179179179179,940.988284664864
"181",180.18018018018,939.710953096683
"182",181.181181181181,938.435355424621
"183",182.182182182182,937.161489295025
"184",183.183183183183,935.889352357436
"185",184.184184184184,934.618942264587
"186",185.185185185185,933.350256672396
"187",186.186186186186,932.083293239963
"188",187.187187187187,930.818049629567
"189",188.188188188188,929.554523506658
"190",189.189189189189,928.292712539858
"191",190.19019019019,927.03261440095
"192",191.191191191191,925.774226764881
"193",192.192192192192,924.517547309752
"194",193.193193193193,923.262573716816
"195",194.194194194194,922.009303670474
"196",195.195195195195,920.757734858271
"197",196.196196196196,919.507864970889
"198",197.197197197197,918.259691702147
"199",198.198198198198,917.013212748992
"200",199.199199199199,915.7684258115
"201",200.2002002002,914.525328592868
"202",201.201201201201,913.283918799409
"203",202.202202202202,912.044194140551
"204",203.203203203203,910.806152328833
"205",204.204204204204,909.569791079895
"206",205.205205205205,908.335108112483
